,radii,0.524,0.698,0.873,1.047,1.222,1.396,1.571
0,0.0,0.00200900755977014,0.00200900755977014,0.00200900755977014,0.00200900755977014,0.00200900755977014,0.00200900755977014,0.00200900755977014
1,0.0039008034319971932,0.002035435948224675,0.0020452803926495626,0.002054022705402347,0.0020613972557338585,0.00206717997166398,0.002071195148295366,0.0020733207865178517
2,0.0078016068639943864,0.0020708272156132125,0.002081553225528982,0.0020990378510345508,0.002113786951697577,0.00212535238355782,0.002133382736820592,0.002137634013265564
3,0.01170241029599158,0.0021085285332388673,0.0021178260584084046,0.002144052996666758,0.002166176647661296,0.002183524795451657,0.002195570325345818,0.0022019472400132754
4,0.015603213727988773,0.0021462298508645224,0.00215691726138649,0.0021890681422989645,0.0022185663436250147,0.002241697207345497,0.002257757913871045,0.0022662604667609875
5,0.019504017159985967,0.0021839311684901776,0.002197290431642636,0.0022340832879311724,0.002270956039588733,0.002299869619239337,0.0023199455023962703,0.0023305736935087026
6,0.02340482059198316,0.002221632486115832,0.0022376636018987817,0.0022790984335633755,0.002323345735552452,0.002358042031133177,0.0023821330909214967,0.0023948869202564146
7,0.027305624023980353,0.002259333803741487,0.0022780367721549296,0.0023241135791955826,0.0023757354315161704,0.0024162144430270134,0.0024443206794467222,0.0024592001470041262
8,0.031206427455977546,0.0022970351213671423,0.0023184099424110754,0.0023691287248277897,0.0024281251274798892,0.002474386854920853,0.002506508267971949,0.002523513373751838
9,0.03510723088797474,0.0023347364389927966,0.0023587831126672216,0.0024141438704599933,0.0024805148234436076,0.0025325592668146934,0.0025663769754563953,0.0025846579174481493
10,0.039008034319971935,0.002372437756618455,0.0023991562829233687,0.0024591590160922003,0.0025312327824658005,0.002580716377903673,0.00261615261050491,0.002636464768273524
11,0.042908837751969124,0.0024101390742441095,0.002439529453179515,0.0025041741617244082,0.002572516434710404,0.0026269483896920616,0.002665928245553424,0.002688271619098899
12,0.04680964118396632,0.0024592092809523312,0.0024875311859147995,0.002539367177834562,0.002613800086955007,0.002673180401480453,0.0027157038806019385,0.002740078469924275
13,0.05071044461596351,0.0025757359579641806,0.0026056377420857393,0.0026114213202153443,0.0026622744490694987,0.002719412413268844,0.002765479515650453,0.0027918853207496504
