,radii,0.0,0.196,0.393,0.589,0.785
0,0.0,0.04222117766287299,0.04222117766287299,0.04222117766287299,0.04222117766287299,0.04222117766287299
1,0.004548494983277592,0.04230151836635392,0.042313557889267446,0.04232031480728852,0.04232152945584693,0.04232626779776994
2,0.009096989966555185,0.042426941294189106,0.04245102034001615,0.04246453417605832,0.042466963473175134,0.042467477468485886
3,0.013645484949832778,0.04255236422202431,0.042588482790764874,0.04260875354482811,0.042612397490503336,0.04260868713920183
4,0.01819397993311037,0.042677787149859495,0.04272594524151358,0.042752972913597906,0.04275783150783155,0.042749896809917774
5,0.02274247491638796,0.04280321007769469,0.0428634076922623,0.0428971922823677,0.042903265525159745,0.04289110648063371
6,0.027290969899665556,0.042928633005529876,0.043000870143011016,0.04304141165113749,0.04304869954248795,0.043032316151349656
7,0.03183946488294315,0.043054055933365074,0.04313833259375972,0.043185631019907286,0.043194133559816154,0.0431735258220656
8,0.03638795986622074,0.04317947886120027,0.043275795044508444,0.04332985038867708,0.043339567577144356,0.04331473549278154
9,0.04093645484949833,0.043304901789035455,0.04341325749525716,0.04347406975744687,0.04348500159447256,0.04345594516349749
10,0.04548494983277592,0.043430324716870645,0.04355071994600587,0.04361828912621667,0.043630435611800765,0.04359715483421343
11,0.05003344481605351,0.04355574764470584,0.04368818239675459,0.04376250849498646,0.04377586962912897,0.04373836450492938
12,0.05458193979933111,0.043681170572541034,0.0438256448475033,0.043906727863756254,0.043921303646457174,0.04387957417564531
13,0.0591304347826087,0.04380659350037623,0.043963107298252015,0.04405094723252605,0.044066737663785376,0.04402078384636126
14,0.0636789297658863,0.044023421517527334,0.04415277316087862,0.04419516660129584,0.044212171681113584,0.044161993517077204
15,0.06822742474916388,0.044295465579992976,0.04443405662644078,0.04441050418534906,0.044357605698441785,0.044303203187793135
16,0.07277591973244148,0.04456750964245862,0.04471534009200294,0.04469021748817177,0.04450303971576999,0.04444441285850908
17,0.07732441471571908,0.04483955370492426,0.04499662355756512,0.04496993079099448,0.04476050119326223,0.044585622529225016
18,0.08187290969899666,0.045111597767389905,0.04527790702312728,0.04524964409381721,0.045027895107983044,0.04472683219994097
19,0.08642140468227426,0.04538364182985555,0.04555919048868944,0.04552935739663992,0.045295289022703855,0.04493167391837959
20,0.09096989966555184,0.04565568589232118,0.0458404739542516,0.04580907069946263,0.045596615253874116,0.04535592305660429
21,0.09551839464882944,0.045927729954786826,0.046121757419813766,0.046113891884591626,0.04590293084227676,0.045780172194828994
22,0.10006688963210703,0.046199774017252476,0.046403040885375925,0.046430253236914014,0.04620924643067938,0.046204421333053705
23,0.10461538461538462,0.04647181807971812,0.04669804260428883,0.0467466145892364,0.04651556201908201,0.04662867047127841
24,0.10916387959866222,0.046743862142183755,0.04701229213117872,0.04706297594155878,0.04685264375257836,0.04705291960950311
25,0.1137123745819398,0.047015906204649405,0.0473265416580686,0.04737933729388117,0.0472685480634312,0.047477168747727824
26,0.1182608695652174,0.04728795026711504,0.04764079118495848,0.04769569864620356,0.047684452374284036,0.04790141788595253
27,0.12280936454849499,0.04764351452105689,0.04795504071184836,0.04801205999852594,0.04810035668513687,0.04832566702417723
28,0.1273578595317726,0.04811111650004517,0.0484177088081003,0.048328421350848326,0.04851626099598971,0.048749916162401936
29,0.13190635451505017,0.04857871847903343,0.048895689803103215,0.0486814423760287,0.0489437076869922,0.04920611229760385
30,0.13645484949832776,0.049046320458021694,0.04937367079810612,0.0491520355287187,0.04939603485451007,0.0496674878999704
31,0.14100334448160537,0.04951392243700997,0.04985165179310903,0.049640737138248604,0.049848362022027956,0.05012886350233696
32,0.14555183946488295,0.049981524415998235,0.05032963278811193,0.05014414380630886,0.05030135445383742,0.05059023910470352
33,0.15010033444816054,0.05044912639498651,0.05080761378311484,0.05064755047436911,0.05089099586476213,0.051051614707070064
34,0.15464882943143815,0.050916728373974776,0.05129012750958753,0.05115095714242938,0.051480637275686844,0.051512990309436624
35,0.15919732441471574,0.05138433035296304,0.05179762742374068,0.0516883003588299,0.05207027868661156,0.05197436591180318
36,0.16374581939799332,0.05185193233195132,0.05230512733789382,0.05226702810324657,0.05265992009753625,0.05243574151416974
37,0.1682943143812709,0.052319534310939574,0.05281262725204697,0.05284575584766322,0.053249561508460955,0.052897117116536295
38,0.17284280936454852,0.05278713628992785,0.05332012716620011,0.05342448359207989,0.05383920291938566,0.05350955471753269
39,0.1773913043478261,0.05325473826891612,0.05382762708035325,0.05400321133649654,0.05449197490457059,0.05428984745003992
40,0.18193979933110369,0.053759285072476765,0.054335126994506405,0.05458193908091321,0.05517081666921229,0.05507014018254715
41,0.1864882943143813,0.054392835429945115,0.05489163362976121,0.05518678797627353,0.055849658433854005,0.055850432915054385
42,0.19103678929765888,0.055026385787413465,0.05554039888135181,0.055849462168779125,0.0565285001984957,0.05663072564756162
43,0.19558528428093647,0.055660322719313766,0.05618916413294241,0.05651213636128472,0.0572073419631374,0.057411018380068846
44,0.20013377926421405,0.05629678933337812,0.05683792938453301,0.0572821842348794,0.057886183727779095,0.05819131111257609
45,0.20468227424749166,0.05693325594744249,0.05748669463612362,0.05807843294213186,0.058565025492420805,0.05897160384508332
46,0.20923076923076925,0.057569722561506845,0.058203634033763565,0.05887468164938431,0.05924386725706251,0.05975189657759056
