,radii,intensities
0,0.0,1.0
1,0.1,0.7423089934140575
2,0.2,0.5702540754490687
3,0.30000000000000004,0.45353601645885644
4,0.4,0.3695231114533907
5,0.5,0.30891572583849586
6,0.6000000000000001,0.2653574143347832
7,0.7000000000000001,0.23529852025910222
8,0.8,0.20614756037810666
9,0.9,0.18944389976054474
10,1.0,0.1837612414311351
