,radii,intensities
0,0.0,1.0
1,0.1111111111111111,0.6542197864060723
2,0.2222222222222222,0.3528416920317569
3,0.3333333333333333,0.18591106360696927
4,0.4444444444444444,0.09733701075143185
5,0.5555555555555556,0.05099925675632183
6,0.6666666666666666,0.02693488443149662
7,0.7777777777777777,0.0145483795899847
8,0.8888888888888888,0.008263153292706915
9,1.0,0.005356390287018248
